Period,Group,Sender,Time,ClientTime,Key,Value
1,1,2,1464635265416352981,1464635262525,_at_barrier,_timer_1_t_57_1
1,1,3,1464635265416517103,1464635262525,_at_barrier,_timer_1_t_57_1
1,1,4,1464635265416635484,1464635262525,_at_barrier,_timer_1_t_57_1
1,1,1,1464635265780484283,1464635262889,_at_barrier,_timer_1_t_58_1
1,1,3,1464635265950301621,1464635263059,_at_barrier,_timer_1_t_58_1
1,1,2,1464635265950446368,1464635263059,_at_barrier,_timer_1_t_58_1
1,1,4,1464635265950560159,1464635263059,_at_barrier,_timer_1_t_58_1
1,1,1,1464635266314924757,1464635263423,_at_barrier,_timer_1_t_59_1
1,1,3,1464635266415884629,1464635263525,_at_barrier,_timer_1_t_59_1
1,1,2,1464635266416035443,1464635263525,_at_barrier,_timer_1_t_59_1
1,1,4,1464635266416187960,1464635263525,_at_barrier,_timer_1_t_59_1
1,1,1,1464635266779561232,1464635263888,_at_barrier,_timer_1_t_60_1
1,1,2,1464635266942807423,1464635264052,_at_barrier,_timer_1_t_60_1
1,1,3,1464635266948102185,1464635264053,_at_barrier,_timer_1_t_60_1
1,1,4,1464635266962553521,1464635264072,_at_barrier,_timer_1_t_60_1
1,1,2,1464635267126923611,1464635264234,endofsubperiod,{}
1,1,2,1464635267127112640,1464635264234,__set_points__,"{""points"": 20.66666666666667, ""period"": 1}"
1,1,1,1464635267127242198,1464635264233,endofsubperiod,{}
1,1,1,1464635267127352525,1464635264233,__set_points__,"{""points"": 13, ""period"": 1}"
1,1,1,1464635267127468147,1464635264234,state,"{""state"": [{""target"": 0.25, ""subjectid"": 4, ""rank"": 1, ""action"": 1, ""subperiodNumber"": 1, ""payoff"": 32.5}, {""target"": 0.5, ""subjectid"": 3, ""rank"": 2, ""action"": 0.75, ""subperiodNumber"": 1, ""payoff"": 51.66666666666667}, {""target"": 0.75, ""subjectid"": 2, ""rank"": 3, ""action"": 0.5, ""subperiodNumber"": 1, ""payoff"": 65}, {""target"": 1, ""subjectid"": 1, ""rank"": 4, ""action"": 0.25, ""subperiodNumber"": 1, ""payoff"": 80}]}"
1,1,1,1464635267127638588,1464635264234,actions,"{""actions"": [0.25, 0.5, 0.75, 1]}"
1,1,1,1464635267127764033,1464635264234,targets,"{""targets"": [0.25, 0.5, 0.75, 1]}"
1,1,3,1464635267131519994,1464635264237,endofsubperiod,{}
1,1,3,1464635267131647701,1464635264237,__set_points__,"{""points"": 26, ""period"": 1}"
1,1,4,1464635267140654495,1464635264250,endofsubperiod,{}
1,1,4,1464635267140829302,1464635264250,__set_points__,"{""points"": 32, ""period"": 1}"
1,1,1,1464635267326695371,1464635264435,_at_barrier,_timer_1_t_61_1
1,1,2,1464635267416120257,1464635264525,_at_barrier,_timer_1_t_61_1
1,1,3,1464635267416302210,1464635264525,_at_barrier,_timer_1_t_61_1
1,1,4,1464635267416417900,1464635264525,_at_barrier,_timer_1_t_61_1
1,1,1,1464635267780139848,1464635264888,_at_barrier,_timer_1_t_62_1
1,1,2,1464635267943675909,1464635265053,_at_barrier,_timer_1_t_62_1
1,1,3,1464635267949079009,1464635265056,_at_barrier,_timer_1_t_62_1
1,1,4,1464635267957354119,1464635265067,_at_barrier,_timer_1_t_62_1
1,1,1,1464635268319668222,1464635265428,_at_barrier,_timer_1_t_63_1
1,1,2,1464635268415741175,1464635265525,_at_barrier,_timer_1_t_63_1
